proposed_code,type,printed_title,stable_target_identity,source_location,status,notes
D-020,music_docuseries_story,Cuban Son: The Foundation of Latin Popular Music,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 59, ""music_docuseries_slug"": ""story_of_cuban_son"", ""music_docuseries_title"": ""Cuban Son: The Foundation of Latin Popular Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-021,music_docuseries_story,Cumbia: From Colombia Across the Americas,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 109, ""music_docuseries_slug"": ""cumbia_across_the_americas"", ""music_docuseries_title"": ""Cumbia: From Colombia Across the Americas""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-022,music_docuseries_story,Merengue: The Fast-Moving Sound of the Caribbean,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 61, ""music_docuseries_slug"": ""story_of_merengue"", ""music_docuseries_title"": ""Merengue: The Fast-Moving Sound of the Caribbean""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-023,music_docuseries_story,Bachata: From the Dominican Republic to the World,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 110, ""music_docuseries_slug"": ""bachata_to_the_world"", ""music_docuseries_title"": ""Bachata: From the Dominican Republic to the World""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-024,music_docuseries_story,Salsa and the Fania Records Revolution,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 58, ""music_docuseries_slug"": ""salsa_fania_revolution"", ""music_docuseries_title"": ""Salsa and the Fania Records Revolution""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-025,music_docuseries_story,Latin Jazz: When Afro-Cuban Rhythm Met American Jazz,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 64, ""music_docuseries_slug"": ""story_of_latin_jazz"", ""music_docuseries_title"": ""Latin Jazz: When Afro-Cuban Rhythm Met American Jazz""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-026,music_docuseries_story,"Nueva Canción: Music, Poetry, and Protest","{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 63, ""music_docuseries_slug"": ""nueva_cancion"", ""music_docuseries_title"": ""Nueva Canci\u00f3n: Music, Poetry, and Protest""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-027,music_docuseries_story,Reggae and Dancehall,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 107, ""music_docuseries_slug"": ""reggae_and_dancehall"", ""music_docuseries_title"": ""Reggae and Dancehall""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-028,music_docuseries_story,Rock en Español and Latin Alternative Music,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 108, ""music_docuseries_slug"": ""rock_en_espanol_and_latin_alternative"", ""music_docuseries_title"": ""Rock en Espa\u00f1ol and Latin Alternative Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-029,music_docuseries_story,Reggaeton and the Latin Urban Revolution,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 111, ""music_docuseries_slug"": ""reggaeton_latin_urban_revolution"", ""music_docuseries_title"": ""Reggaeton and the Latin Urban Revolution""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-030,music_docuseries_story,Latin Trap,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 112, ""music_docuseries_slug"": ""rise_of_latin_trap"", ""music_docuseries_title"": ""Latin Trap""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-031,music_docuseries_story,Corridos Tumbados: Tradition Meets Hip-Hop and Trap,"{""group_name"": ""Latin America and the Caribbean"", ""group_slug"": ""latin_america_and_caribbean"", ""music_docuseries_collection_id"": 15, ""music_docuseries_id"": 113, ""music_docuseries_slug"": ""history_of_corridos_tumbados"", ""music_docuseries_title"": ""Corridos Tumbados: Tradition Meets Hip-Hop and Trap""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-032,music_docuseries_story,The Fabulous Fifties,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 1, ""music_docuseries_slug"": ""fabulous_fifties"", ""music_docuseries_title"": ""The Fabulous Fifties""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-033,music_docuseries_story,The Swinging Sixties,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 2, ""music_docuseries_slug"": ""swinging_sixties"", ""music_docuseries_title"": ""The Swinging Sixties""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-034,music_docuseries_story,The Seventies: A Decade of Change,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 3, ""music_docuseries_slug"": ""seventies_decade_of_change"", ""music_docuseries_title"": ""The Seventies: A Decade of Change""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-035,music_docuseries_story,MTV and the Eighties,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 4, ""music_docuseries_slug"": ""mtv_and_the_eighties"", ""music_docuseries_title"": ""MTV and the Eighties""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-036,music_docuseries_story,Alternative Nation: The Nineties,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 5, ""music_docuseries_slug"": ""alternative_nation_nineties"", ""music_docuseries_title"": ""Alternative Nation: The Nineties""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-037,music_docuseries_story,Music in the New Millennium,"{""group_name"": ""History & Eras"", ""group_slug"": ""history_eras"", ""music_docuseries_collection_id"": 1, ""music_docuseries_id"": 6, ""music_docuseries_slug"": ""music_in_the_new_millennium"", ""music_docuseries_title"": ""Music in the New Millennium""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-038,music_docuseries_story,Beatles vs. Stones,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 18, ""music_docuseries_slug"": ""beatles_vs_stones"", ""music_docuseries_title"": ""Beatles vs. Stones""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-039,music_docuseries_story,Elvis vs. Sinatra,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 19, ""music_docuseries_slug"": ""elvis_vs_sinatra"", ""music_docuseries_title"": ""Elvis vs. Sinatra""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-040,music_docuseries_story,Country Traditionalists vs. Country Pop,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 20, ""music_docuseries_slug"": ""country_traditionalists_vs_country_pop"", ""music_docuseries_title"": ""Country Traditionalists vs. Country Pop""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-041,music_docuseries_story,Ranchera vs. Norteño,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 21, ""music_docuseries_slug"": ""ranchera_vs_norteno"", ""music_docuseries_title"": ""Ranchera vs. Norte\u00f1o""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-042,music_docuseries_story,Vicente Fernández vs. Antonio Aguilar,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 22, ""music_docuseries_slug"": ""vicente_fernandez_vs_antonio_aguilar"", ""music_docuseries_title"": ""Vicente Fern\u00e1ndez vs. Antonio Aguilar""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-043,music_docuseries_story,Bossa Nova vs. Samba,"{""group_name"": ""Legends & Rivalries"", ""group_slug"": ""legends_rivalries"", ""music_docuseries_collection_id"": 3, ""music_docuseries_id"": 23, ""music_docuseries_slug"": ""bossa_nova_vs_samba"", ""music_docuseries_title"": ""Bossa Nova vs. Samba""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-044,music_docuseries_story,The Birth of Country Music,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 87, ""music_docuseries_slug"": ""birth_of_country_music"", ""music_docuseries_title"": ""The Birth of Country Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-045,music_docuseries_story,From Delta Blues to Chicago Blues,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 88, ""music_docuseries_slug"": ""delta_to_chicago_blues"", ""music_docuseries_title"": ""From Delta Blues to Chicago Blues""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-046,music_docuseries_story,How Gospel Music Shaped Popular Music,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 89, ""music_docuseries_slug"": ""gospel_shapes_popular_music"", ""music_docuseries_title"": ""How Gospel Music Shaped Popular Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-047,music_docuseries_story,The Birth of Jazz in New Orleans,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 90, ""music_docuseries_slug"": ""birth_of_jazz"", ""music_docuseries_title"": ""The Birth of Jazz in New Orleans""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-048,music_docuseries_story,"Disco: The Rise, Backlash, and Revival","{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 91, ""music_docuseries_slug"": ""disco_rise_backlash_revival"", ""music_docuseries_title"": ""Disco: The Rise, Backlash, and Revival""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-049,music_docuseries_story,Punk Rock: The Revolution That Rejected Everything,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 92, ""music_docuseries_slug"": ""punk_rock_revolution"", ""music_docuseries_title"": ""Punk Rock: The Revolution That Rejected Everything""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-050,music_docuseries_story,Reggae Goes Global,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 93, ""music_docuseries_slug"": ""reggae_goes_global"", ""music_docuseries_title"": ""Reggae Goes Global""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-051,music_docuseries_story,Sun Records: The Tiny Studio That Launched Rock & Roll,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 94, ""music_docuseries_slug"": ""story_of_sun_records"", ""music_docuseries_title"": ""Sun Records: The Tiny Studio That Launched Rock & Roll""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-052,music_docuseries_story,Stax Records and the Memphis Soul Revolution,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 95, ""music_docuseries_slug"": ""stax_memphis_soul"", ""music_docuseries_title"": ""Stax Records and the Memphis Soul Revolution""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-053,music_docuseries_story,Muscle Shoals: The Small Town with the Biggest Sound,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 96, ""music_docuseries_slug"": ""muscle_shoals_sound"", ""music_docuseries_title"": ""Muscle Shoals: The Small Town with the Biggest Sound""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-054,music_docuseries_story,The Wrecking Crew: The Musicians Behind the Hits,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 97, ""music_docuseries_slug"": ""the_wrecking_crew"", ""music_docuseries_title"": ""The Wrecking Crew: The Musicians Behind the Hits""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-055,music_docuseries_story,Live Aid: The Day Music Tried to Save the World,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 98, ""music_docuseries_slug"": ""story_of_live_aid"", ""music_docuseries_title"": ""Live Aid: The Day Music Tried to Save the World""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-056,music_docuseries_story,The 45 RPM Record and the Rise of the Jukebox,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 99, ""music_docuseries_slug"": ""rise_of_45_and_jukebox"", ""music_docuseries_title"": ""The 45 RPM Record and the Rise of the Jukebox""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-057,music_docuseries_story,From 8-Tracks to the Walkman: Music on the Move,"{""group_name"": ""Foundations, Technology, and Events"", ""group_slug"": ""foundations_technology_events"", ""music_docuseries_collection_id"": 13, ""music_docuseries_id"": 100, ""music_docuseries_slug"": ""eight_tracks_to_walkman"", ""music_docuseries_title"": ""From 8-Tracks to the Walkman: Music on the Move""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-058,music_docuseries_story,Ed Sullivan: The Man Who Introduced America to Rock & Roll,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 33, ""music_docuseries_slug"": ""ed_sullivan"", ""music_docuseries_title"": ""Ed Sullivan: The Man Who Introduced America to Rock & Roll""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-059,music_docuseries_story,Dick Clark: America's Oldest Teenager,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 34, ""music_docuseries_slug"": ""dick_clark"", ""music_docuseries_title"": ""Dick Clark: America's Oldest Teenager""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-060,music_docuseries_story,Don Cornelius: The Soul Train Revolution,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 35, ""music_docuseries_slug"": ""don_cornelius"", ""music_docuseries_title"": ""Don Cornelius: The Soul Train Revolution""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-061,music_docuseries_story,Casey Kasem: The Voice of America's Top 40,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 36, ""music_docuseries_slug"": ""casey_kasem"", ""music_docuseries_title"": ""Casey Kasem: The Voice of America's Top 40""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-062,music_docuseries_story,Alan Freed: The DJ Who Named Rock & Roll,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 37, ""music_docuseries_slug"": ""alan_freed"", ""music_docuseries_title"": ""Alan Freed: The DJ Who Named Rock & Roll""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-063,music_docuseries_story,Sam Phillips: The Man Who Discovered Elvis,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 38, ""music_docuseries_slug"": ""sam_phillips"", ""music_docuseries_title"": ""Sam Phillips: The Man Who Discovered Elvis""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-064,music_docuseries_story,Berry Gordy: Building the Motown Sound,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 39, ""music_docuseries_slug"": ""berry_gordy"", ""music_docuseries_title"": ""Berry Gordy: Building the Motown Sound""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-065,music_docuseries_story,George Martin: The Fifth Beatle,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 40, ""music_docuseries_slug"": ""george_martin"", ""music_docuseries_title"": ""George Martin: The Fifth Beatle""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-066,music_docuseries_story,Quincy Jones: The Producer Who Changed Pop Music,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 41, ""music_docuseries_slug"": ""quincy_jones"", ""music_docuseries_title"": ""Quincy Jones: The Producer Who Changed Pop Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-067,music_docuseries_story,Phil Spector: The Wall of Sound,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 42, ""music_docuseries_slug"": ""phil_spector"", ""music_docuseries_title"": ""Phil Spector: The Wall of Sound""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-068,music_docuseries_story,Tom Dowd: The Engineer Who Changed Recording Forever,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 43, ""music_docuseries_slug"": ""tom_dowd"", ""music_docuseries_title"": ""Tom Dowd: The Engineer Who Changed Recording Forever""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-069,music_docuseries_story,Ahmet Ertegun: The Atlantic Records Story,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 44, ""music_docuseries_slug"": ""ahmet_ertegun"", ""music_docuseries_title"": ""Ahmet Ertegun: The Atlantic Records Story""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-070,music_docuseries_story,Clive Davis: The Executive with the Golden Ear,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 45, ""music_docuseries_slug"": ""clive_davis"", ""music_docuseries_title"": ""Clive Davis: The Executive with the Golden Ear""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-071,music_docuseries_story,Brian Epstein: The Man Who Managed the Beatles,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 46, ""music_docuseries_slug"": ""brian_epstein"", ""music_docuseries_title"": ""Brian Epstein: The Man Who Managed the Beatles""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-072,music_docuseries_story,Colonel Tom Parker: The Business of Elvis Presley,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 47, ""music_docuseries_slug"": ""colonel_tom_parker"", ""music_docuseries_title"": ""Colonel Tom Parker: The Business of Elvis Presley""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-073,music_docuseries_story,Les Paul: The Inventor Who Changed Recording Forever,"{""group_name"": ""The People Behind the Music"", ""group_slug"": ""people_behind_the_music"", ""music_docuseries_collection_id"": 7, ""music_docuseries_id"": 48, ""music_docuseries_slug"": ""les_paul"", ""music_docuseries_title"": ""Les Paul: The Inventor Who Changed Recording Forever""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-074,music_docuseries_story,The Day the Music Died,"{""group_name"": ""Mysteries & Tragedies"", ""group_slug"": ""mysteries_tragedies"", ""music_docuseries_collection_id"": 5, ""music_docuseries_id"": 27, ""music_docuseries_slug"": ""day_the_music_died"", ""music_docuseries_title"": ""The Day the Music Died""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-075,music_docuseries_story,The 27 Club,"{""group_name"": ""Mysteries & Tragedies"", ""group_slug"": ""mysteries_tragedies"", ""music_docuseries_collection_id"": 5, ""music_docuseries_id"": 28, ""music_docuseries_slug"": ""the_27_club"", ""music_docuseries_title"": ""The 27 Club""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-076,music_docuseries_story,Lost Recordings and Music Mysteries,"{""group_name"": ""Mysteries & Tragedies"", ""group_slug"": ""mysteries_tragedies"", ""music_docuseries_collection_id"": 5, ""music_docuseries_id"": 29, ""music_docuseries_slug"": ""lost_recordings_music_mysteries"", ""music_docuseries_title"": ""Lost Recordings and Music Mysteries""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
